CHEMBL31,6.05,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
CHEMBL8,6.13,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O
CHEMBL214350,2.4,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C(F)(F)F
CHEMBL378730,2.9,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34
CHEMBL212777,5.0,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34
CHEMBL561,5.82,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12
CHEMBL267648,6.28,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3
CHEMBL6273,5.6,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O
CHEMBL257830,5.9,NS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL440405,5.2,CS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL403313,5.5,CN(C)S(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL29,3.32,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL174,2.51,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1082,4.03,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1201046,2.01,NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4CC(=O)O
CHEMBL1146,3.29,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(=O)O
CHEMBL1917433,2.9,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O
CHEMBL1917418,4.1,Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O
CHEMBL1349378,9.45,OCc1ccnc2c(O)cccc12
CHEMBL53046,7.6,NCCc1ccc(O)c2nc(O)ccc12
CHEMBL373067,7.1,Nc1nc2nc(SCc3ccccc3)nc(O)c2s1
CHEMBL429682,4.7,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13
CHEMBL403656,7.9,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N
CHEMBL257269,10.5,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Cc13
CHEMBL2171024,3.4,OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2171022,2.9,OC(=O)COc1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL4,6.08,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
CHEMBL33,6.06,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
CHEMBL139,3.89,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
CHEMBL23588,3.56,OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F
CHEMBL9861,8.8,[O-][S+](Cc1ccccn1)c2nc3ccccc3[nH]2
CHEMBL2106940,8.1,COC(=O)c1cc2nc([nH]c2cc1C)[S+]([O-])Cc3ncccc3C
CHEMBL2011441,4.1,COc1nc(Br)cnc1NS(=O)(=O)c2ccc(Cl)s2
CHEMBL2011440,3.6,COc1nc(Cl)c(Cl)nc1NS(=O)(=O)c2ccc(Cl)s2
CHEMBL1207579,2.0,CCCc1c2OC(=CC(=O)c2cc3c(NC)cc(nc13)C(=O)O)C(=O)O
CHEMBL1206675,2.5,CCCc1c2OC(=CC(=O)c2cc3c(Cl)ccnc13)C(=O)O
CHEMBL256668,7.5,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13
CHEMBL272105,6.6,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O
CHEMBL1917446,3.7,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL1917450,2.8,Cc1c(c2c(NS(=O)(=O)C)cccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL2207662,8.3,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL2207663,8.6,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2
CHEMBL826,6.2,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3
CHEMBL1208,4.36,CCN1N=C(C(=O)O)C(=O)c2cc3OCOc3cc12
CHEMBL1518,8.01,CCCC1=CC(=O)NC(=S)N1
CHEMBL832,2.7,[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4
CHEMBL600915,5.1,Clc1ccc(cc1)S(=O)(=O)Nc2ccsc2C#N
CHEMBL2178579,5.9,Oc1c(NC(=O)Nc2cccc(F)c2Cl)ccc(Cl)c1S(=O)(=O)N3CCNCC3
CHEMBL1916085,5.2,CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4
CHEMBL365123,9.4,CC1=CN(Cc2ccccc2)C(=O)NC1=O
CHEMBL184412,7.69,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(NS(=O)(=O)C)cc23
CHEMBL336669,2.4,CC1=NN(C(S1)C(=O)O)C(=O)CCS
CHEMBL1622795,3.35,CON=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)c3csc(N)n3
CHEMBL2018954,5.05,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c3ccc(C)cc3)cc1OCCN(C)C
CHEMBL11672,4.2,CN(C(=O)C1=C(O)c2ccccc2N(C)C1=O)c3ccccc3
CHEMBL439,6.29,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2
CHEMBL1934426,5.0,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(cc3)C4CC4)C(C)(C)C
CHEMBL1081917,2.9,Cc1cc(CN(CC(=O)Nc2ccc(Cl)cc2Cl)C3CCCCC3)ccc1OCC(=O)O
CHEMBL181,8.42,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
CHEMBL1916261,3.3,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL2207666,10.9,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL559968,6.1,Clc1ccccc1CCNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O
CHEMBL222645,2.46,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
CHEMBL412,10.0,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O
CHEMBL473,8.26,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
CHEMBL2207658,7.6,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL257027,9.1,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Nc13
CHEMBL1200692,4.29,CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O
CHEMBL1069,3.54,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O
CHEMBL299155,2.5,OC(=O)C1=CC(=O)c2ccccc2N1
CHEMBL2325642,3.19,Fc1cc(c(F)cc1Oc2ccc(Cl)cc2c3ccnn3C4CNC4)S(=O)(=O)Nc5ncns5
CHEMBL746,2.0,CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(=O)O)C(=O)O
CHEMBL914,2.26,CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
CHEMBL1892766,6.1,O=C1NC(=O)C(=CN1Cc2occc2)C#N
CHEMBL1191,5.4,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
CHEMBL437,7.01,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2
CHEMBL1405150,8.19,CCC(=O)NC(c1cccs1)c2cc(Cl)c3cccnc3c2O
CHEMBL571,3.96,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2
CHEMBL817,5.8,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2
CHEMBL38182,6.2,Brc1ccccc1NC(=O)Nc2ccc(C#N)c3[nH]nnc23
CHEMBL1916260,4.5,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3
CHEMBL254316,3.97,CN1C(=O)C(=C(N=C1C(C)(C)NC(=O)c2oc(C)nn2)C(=O)NCc3ccc(F)cc3)O
CHEMBL587,8.35,CCCN(CCC)CCc1ccc(O)c2NC(=O)Cc12
CHEMBL35,3.63,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl
CHEMBL1000,3.0,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
CHEMBL1201195,3.37,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C
CHEMBL428880,2.0,OC(COc1cccc2OC(=CC(=O)c12)C(=O)O)COc3cccc4OC(=CC(=O)c34)C(=O)O
CHEMBL206200,10.0,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1
CHEMBL2325636,3.18,Nc1cc(ccn1)c2cc(ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ncns4)C(F)(F)F
CHEMBL2036568,8.61,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(N4CCOCC4)c(F)c3
CHEMBL1938400,7.17,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc3ccc4nnc(c5ccccc5SCCO)n4c3)n(n1)c6ccc(O)c(Cl)c6
CHEMBL1689126,2.5,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3
CHEMBL578,3.1,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
CHEMBL1513,3.91,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5
CHEMBL2314504,4.01,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c4ccccc14
CHEMBL9967,10.71,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
CHEMBL31789,10.4,NCC1Cc2c(O)c(O)ccc12
CHEMBL430,6.36,CO\N=C\1/CN(CC1CN)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4
CHEMBL1456,8.01,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3
